file_path,Stress_Level
audio_files\Actor_17\03-01-05-02-01-02-17.wav,1
audio_files\Actor_17\03-01-05-02-02-01-17.wav,1
audio_files\Actor_17\03-01-05-02-02-02-17.wav,1
audio_files\Actor_17\03-01-06-01-01-01-17.wav,1
audio_files\Actor_17\03-01-06-01-01-02-17.wav,1
audio_files\Actor_17\03-01-06-01-02-01-17.wav,1
audio_files\Actor_17\03-01-06-01-02-02-17.wav,1
audio_files\Actor_17\03-01-06-02-01-01-17.wav,1
audio_files\Actor_17\03-01-06-02-01-02-17.wav,1
audio_files\Actor_17\03-01-06-02-02-01-17.wav,1
audio_files\Actor_17\03-01-06-02-02-02-17.wav,1
audio_files\Actor_18\03-01-01-01-01-01-18.wav,0
audio_files\Actor_18\03-01-01-01-01-02-18.wav,0
audio_files\Actor_18\03-01-01-01-02-01-18.wav,0
audio_files\Actor_18\03-01-01-01-02-02-18.wav,0
audio_files\Actor_18\03-01-02-01-01-01-18.wav,0
audio_files\Actor_18\03-01-02-01-01-02-18.wav,0
audio_files\Actor_18\03-01-02-01-02-01-18.wav,0
audio_files\Actor_18\03-01-02-01-02-02-18.wav,0
audio_files\Actor_18\03-01-02-02-01-01-18.wav,0
audio_files\Actor_18\03-01-02-02-01-02-18.wav,0
audio_files\Actor_18\03-01-02-02-02-01-18.wav,0
audio_files\Actor_18\03-01-02-02-02-02-18.wav,0
audio_files\Actor_18\03-01-05-01-01-01-18.wav,1
audio_files\Actor_18\03-01-05-01-01-02-18.wav,1
audio_files\Actor_18\03-01-05-01-02-01-18.wav,1
audio_files\Actor_18\03-01-05-01-02-02-18.wav,1
audio_files\Actor_18\03-01-05-02-01-01-18.wav,1
audio_files\Actor_18\03-01-05-02-01-02-18.wav,1
audio_files\Actor_18\03-01-05-02-02-01-18.wav,1
audio_files\Actor_18\03-01-05-02-02-02-18.wav,1
audio_files\Actor_18\03-01-06-01-01-01-18.wav,1
audio_files\Actor_18\03-01-06-01-01-02-18.wav,1
audio_files\Actor_18\03-01-06-01-02-01-18.wav,1
audio_files\Actor_18\03-01-06-01-02-02-18.wav,1
audio_files\Actor_18\03-01-06-02-01-01-18.wav,1
audio_files\Actor_18\03-01-06-02-01-02-18.wav,1
audio_files\Actor_18\03-01-06-02-02-01-18.wav,1
audio_files\Actor_18\03-01-06-02-02-02-18.wav,1
audio_files\Actor_19\03-01-01-01-01-01-19.wav,0
audio_files\Actor_19\03-01-01-01-01-02-19.wav,0
audio_files\Actor_19\03-01-01-01-02-01-19.wav,0
audio_files\Actor_19\03-01-01-01-02-02-19.wav,0
audio_files\Actor_19\03-01-02-01-01-01-19.wav,0
audio_files\Actor_19\03-01-02-01-01-02-19.wav,0
audio_files\Actor_19\03-01-02-01-02-01-19.wav,0
audio_files\Actor_19\03-01-02-01-02-02-19.wav,0
audio_files\Actor_19\03-01-02-02-01-01-19.wav,0
audio_files\Actor_19\03-01-02-02-01-02-19.wav,0
audio_files\Actor_19\03-01-02-02-02-01-19.wav,0
audio_files\Actor_19\03-01-02-02-02-02-19.wav,0
audio_files\Actor_19\03-01-05-01-01-01-19.wav,1
audio_files\Actor_19\03-01-05-01-01-02-19.wav,1
audio_files\Actor_19\03-01-05-01-02-01-19.wav,1
audio_files\Actor_19\03-01-05-01-02-02-19.wav,1
audio_files\Actor_19\03-01-05-02-01-01-19.wav,1
audio_files\Actor_19\03-01-05-02-01-02-19.wav,1
audio_files\Actor_19\03-01-05-02-02-01-19.wav,1
audio_files\Actor_19\03-01-05-02-02-02-19.wav,1
audio_files\Actor_19\03-01-06-01-01-01-19.wav,1
audio_files\Actor_19\03-01-06-01-01-02-19.wav,1
audio_files\Actor_19\03-01-06-01-02-01-19.wav,1
audio_files\Actor_19\03-01-06-01-02-02-19.wav,1
audio_files\Actor_19\03-01-06-02-01-01-19.wav,1
audio_files\Actor_19\03-01-06-02-01-02-19.wav,1
audio_files\Actor_19\03-01-06-02-02-01-19.wav,1
audio_files\Actor_19\03-01-06-02-02-02-19.wav,1
audio_files\Actor_20\03-01-01-01-01-01-20.wav,0
audio_files\Actor_20\03-01-01-01-01-02-20.wav,0
audio_files\Actor_20\03-01-01-01-02-01-20.wav,0
audio_files\Actor_20\03-01-01-01-02-02-20.wav,0
audio_files\Actor_20\03-01-02-01-01-01-20.wav,0
audio_files\Actor_20\03-01-02-01-01-02-20.wav,0
audio_files\Actor_20\03-01-02-01-02-01-20.wav,0
audio_files\Actor_20\03-01-02-01-02-02-20.wav,0
audio_files\Actor_20\03-01-02-02-01-01-20.wav,0
audio_files\Actor_20\03-01-02-02-01-02-20.wav,0
audio_files\Actor_20\03-01-02-02-02-01-20.wav,0
audio_files\Actor_20\03-01-02-02-02-02-20.wav,0
audio_files\Actor_20\03-01-05-01-01-01-20.wav,1
audio_files\Actor_20\03-01-05-01-01-02-20.wav,1
audio_files\Actor_20\03-01-05-01-02-01-20.wav,1
audio_files\Actor_20\03-01-05-01-02-02-20.wav,1
audio_files\Actor_20\03-01-05-02-01-01-20.wav,1
audio_files\Actor_20\03-01-05-02-01-02-20.wav,1
audio_files\Actor_20\03-01-05-02-02-01-20.wav,1
audio_files\Actor_20\03-01-05-02-02-02-20.wav,1
audio_files\Actor_20\03-01-06-01-01-01-20.wav,1
audio_files\Actor_20\03-01-06-01-01-02-20.wav,1
audio_files\Actor_20\03-01-06-01-02-01-20.wav,1
audio_files\Actor_20\03-01-06-01-02-02-20.wav,1
audio_files\Actor_20\03-01-06-02-01-01-20.wav,1
audio_files\Actor_20\03-01-06-02-01-02-20.wav,1
audio_files\Actor_20\03-01-06-02-02-01-20.wav,1
audio_files\Actor_20\03-01-06-02-02-02-20.wav,1
audio_files\Actor_21\03-01-01-01-01-01-21.wav,0
audio_files\Actor_21\03-01-01-01-01-02-21.wav,0
audio_files\Actor_21\03-01-01-01-02-01-21.wav,0
audio_files\Actor_21\03-01-01-01-02-02-21.wav,0
audio_files\Actor_21\03-01-02-01-01-01-21.wav,0
audio_files\Actor_21\03-01-02-01-01-02-21.wav,0
audio_files\Actor_21\03-01-02-01-02-01-21.wav,0
audio_files\Actor_21\03-01-02-01-02-02-21.wav,0
audio_files\Actor_21\03-01-02-02-01-01-21.wav,0
audio_files\Actor_21\03-01-02-02-01-02-21.wav,0
audio_files\Actor_21\03-01-02-02-02-01-21.wav,0
audio_files\Actor_21\03-01-02-02-02-02-21.wav,0
audio_files\Actor_21\03-01-05-01-01-01-21.wav,1
audio_files\Actor_21\03-01-05-01-01-02-21.wav,1
audio_files\Actor_21\03-01-05-01-02-01-21.wav,1
audio_files\Actor_21\03-01-05-01-02-02-21.wav,1
audio_files\Actor_21\03-01-05-02-01-01-21.wav,1
audio_files\Actor_21\03-01-05-02-01-02-21.wav,1
audio_files\Actor_21\03-01-05-02-02-01-21.wav,1
audio_files\Actor_21\03-01-05-02-02-02-21.wav,1
audio_files\Actor_21\03-01-06-01-01-01-21.wav,1
audio_files\Actor_21\03-01-06-01-01-02-21.wav,1
audio_files\Actor_21\03-01-06-01-02-01-21.wav,1
audio_files\Actor_21\03-01-06-01-02-02-21.wav,1
audio_files\Actor_21\03-01-06-02-01-01-21.wav,1
audio_files\Actor_21\03-01-06-02-01-02-21.wav,1
audio_files\Actor_21\03-01-06-02-02-01-21.wav,1
audio_files\Actor_21\03-01-06-02-02-02-21.wav,1
audio_files\Actor_22\03-01-01-01-01-01-22.wav,0
audio_files\Actor_22\03-01-01-01-01-02-22.wav,0
audio_files\Actor_22\03-01-01-01-02-01-22.wav,0
audio_files\Actor_22\03-01-01-01-02-02-22.wav,0
audio_files\Actor_22\03-01-02-01-01-01-22.wav,0
audio_files\Actor_22\03-01-02-01-01-02-22.wav,0
audio_files\Actor_22\03-01-02-01-02-01-22.wav,0
audio_files\Actor_22\03-01-02-01-02-02-22.wav,0
audio_files\Actor_22\03-01-02-02-01-01-22.wav,0
audio_files\Actor_22\03-01-02-02-01-02-22.wav,0
audio_files\Actor_22\03-01-02-02-02-01-22.wav,0
audio_files\Actor_22\03-01-02-02-02-02-22.wav,0
audio_files\Actor_22\03-01-05-01-01-01-22.wav,1
audio_files\Actor_22\03-01-05-01-01-02-22.wav,1
audio_files\Actor_22\03-01-05-01-02-01-22.wav,1
audio_files\Actor_22\03-01-05-01-02-02-22.wav,1
audio_files\Actor_22\03-01-05-02-01-01-22.wav,1
audio_files\Actor_22\03-01-05-02-01-02-22.wav,1
audio_files\Actor_22\03-01-05-02-02-01-22.wav,1
audio_files\Actor_22\03-01-05-02-02-02-22.wav,1
audio_files\Actor_22\03-01-06-01-01-01-22.wav,1
audio_files\Actor_22\03-01-06-01-01-02-22.wav,1
audio_files\Actor_22\03-01-06-01-02-01-22.wav,1
audio_files\Actor_22\03-01-06-01-02-02-22.wav,1
audio_files\Actor_22\03-01-06-02-01-01-22.wav,1
audio_files\Actor_22\03-01-06-02-01-02-22.wav,1
audio_files\Actor_22\03-01-06-02-02-01-22.wav,1
audio_files\Actor_22\03-01-06-02-02-02-22.wav,1
audio_files\Actor_23\03-01-01-01-01-01-23.wav,0
audio_files\Actor_23\03-01-01-01-01-02-23.wav,0
audio_files\Actor_23\03-01-01-01-02-01-23.wav,0
audio_files\Actor_23\03-01-01-01-02-02-23.wav,0
audio_files\Actor_23\03-01-02-01-01-01-23.wav,0
audio_files\Actor_23\03-01-02-01-01-02-23.wav,0
audio_files\Actor_23\03-01-02-01-02-01-23.wav,0
audio_files\Actor_23\03-01-02-01-02-02-23.wav,0
audio_files\Actor_23\03-01-02-02-01-01-23.wav,0
audio_files\Actor_23\03-01-02-02-01-02-23.wav,0
audio_files\Actor_23\03-01-02-02-02-01-23.wav,0
audio_files\Actor_23\03-01-02-02-02-02-23.wav,0
audio_files\Actor_23\03-01-05-01-01-01-23.wav,1
audio_files\Actor_23\03-01-05-01-01-02-23.wav,1
audio_files\Actor_23\03-01-05-01-02-01-23.wav,1
audio_files\Actor_23\03-01-05-01-02-02-23.wav,1
audio_files\Actor_23\03-01-05-02-01-01-23.wav,1
audio_files\Actor_23\03-01-05-02-01-02-23.wav,1
audio_files\Actor_23\03-01-05-02-02-01-23.wav,1
audio_files\Actor_23\03-01-05-02-02-02-23.wav,1
audio_files\Actor_23\03-01-06-01-01-01-23.wav,1
audio_files\Actor_23\03-01-06-01-01-02-23.wav,1
audio_files\Actor_23\03-01-06-01-02-01-23.wav,1
audio_files\Actor_23\03-01-06-01-02-02-23.wav,1
audio_files\Actor_23\03-01-06-02-01-01-23.wav,1
audio_files\Actor_23\03-01-06-02-01-02-23.wav,1
audio_files\Actor_23\03-01-06-02-02-01-23.wav,1
audio_files\Actor_23\03-01-06-02-02-02-23.wav,1
audio_files\Actor_24\03-01-01-01-01-01-24.wav,0
audio_files\Actor_24\03-01-01-01-01-02-24.wav,0
audio_files\Actor_24\03-01-01-01-02-01-24.wav,0
audio_files\Actor_24\03-01-01-01-02-02-24.wav,0
audio_files\Actor_24\03-01-02-01-01-01-24.wav,0
audio_files\Actor_24\03-01-02-01-01-02-24.wav,0
audio_files\Actor_24\03-01-02-01-02-01-24.wav,0
audio_files\Actor_24\03-01-02-01-02-02-24.wav,0
audio_files\Actor_24\03-01-02-02-01-01-24.wav,0
audio_files\Actor_24\03-01-02-02-01-02-24.wav,0
audio_files\Actor_24\03-01-02-02-02-01-24.wav,0
audio_files\Actor_24\03-01-02-02-02-02-24.wav,0
audio_files\Actor_24\03-01-05-01-01-01-24.wav,1
audio_files\Actor_24\03-01-05-01-01-02-24.wav,1
audio_files\Actor_24\03-01-05-01-02-01-24.wav,1
audio_files\Actor_24\03-01-05-01-02-02-24.wav,1
audio_files\Actor_24\03-01-05-02-01-01-24.wav,1
audio_files\Actor_24\03-01-05-02-01-02-24.wav,1
audio_files\Actor_24\03-01-05-02-02-01-24.wav,1
audio_files\Actor_24\03-01-05-02-02-02-24.wav,1
audio_files\Actor_24\03-01-06-01-01-01-24.wav,1
audio_files\Actor_24\03-01-06-01-01-02-24.wav,1
audio_files\Actor_24\03-01-06-01-02-01-24.wav,1
audio_files\Actor_24\03-01-06-01-02-02-24.wav,1
audio_files\Actor_24\03-01-06-02-01-01-24.wav,1
audio_files\Actor_24\03-01-06-02-01-02-24.wav,1
audio_files\Actor_24\03-01-06-02-02-01-24.wav,1
audio_files\Actor_24\03-01-06-02-02-02-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-01-01-01-01-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-01-01-01-02-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-01-01-02-01-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-01-01-02-02-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-02-01-01-01-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-02-01-01-02-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-02-01-02-01-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-02-01-02-02-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-02-02-01-01-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-02-02-01-02-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-02-02-02-01-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-02-02-02-02-01.wav,0
audio_files\audio_speech_actors_01-24\Actor_01\03-01-05-01-01-01-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-05-01-01-02-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-05-01-02-01-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-05-01-02-02-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-05-02-01-01-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-05-02-01-02-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-05-02-02-01-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-05-02-02-02-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-06-01-01-01-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-06-01-01-02-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-06-01-02-01-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-06-01-02-02-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-06-02-01-01-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-06-02-01-02-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-06-02-02-01-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_01\03-01-06-02-02-02-01.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-01-01-01-01-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-01-01-01-02-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-01-01-02-01-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-01-01-02-02-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-02-01-01-01-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-02-01-01-02-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-02-01-02-01-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-02-01-02-02-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-02-02-01-01-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-02-02-01-02-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-02-02-02-01-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-02-02-02-02-02.wav,0
audio_files\audio_speech_actors_01-24\Actor_02\03-01-05-01-01-01-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-05-01-01-02-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-05-01-02-01-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-05-01-02-02-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-05-02-01-01-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-05-02-01-02-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-05-02-02-01-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-05-02-02-02-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-06-01-01-01-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-06-01-01-02-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-06-01-02-01-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-06-01-02-02-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-06-02-01-01-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-06-02-01-02-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-06-02-02-01-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_02\03-01-06-02-02-02-02.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-01-01-01-01-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-01-01-01-02-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-01-01-02-01-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-01-01-02-02-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-02-01-01-01-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-02-01-01-02-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-02-01-02-01-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-02-01-02-02-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-02-02-01-01-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-02-02-01-02-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-02-02-02-01-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-02-02-02-02-03.wav,0
audio_files\audio_speech_actors_01-24\Actor_03\03-01-05-01-01-01-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-05-01-01-02-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-05-01-02-01-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-05-01-02-02-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-05-02-01-01-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-05-02-01-02-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-05-02-02-01-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-05-02-02-02-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-06-01-01-01-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-06-01-01-02-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-06-01-02-01-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-06-01-02-02-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-06-02-01-01-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-06-02-01-02-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-06-02-02-01-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_03\03-01-06-02-02-02-03.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-01-01-01-01-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-01-01-01-02-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-01-01-02-01-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-01-01-02-02-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-02-01-01-01-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-02-01-01-02-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-02-01-02-01-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-02-01-02-02-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-02-02-01-01-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-02-02-01-02-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-02-02-02-01-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-02-02-02-02-04.wav,0
audio_files\audio_speech_actors_01-24\Actor_04\03-01-05-01-01-01-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-05-01-01-02-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-05-01-02-01-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-05-01-02-02-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-05-02-01-01-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-05-02-01-02-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-05-02-02-01-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-05-02-02-02-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-06-01-01-01-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-06-01-01-02-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-06-01-02-01-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-06-01-02-02-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-06-02-01-01-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-06-02-01-02-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-06-02-02-01-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_04\03-01-06-02-02-02-04.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-01-01-01-01-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-01-01-01-02-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-01-01-02-01-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-01-01-02-02-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-02-01-01-01-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-02-01-01-02-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-02-01-02-01-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-02-01-02-02-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-02-02-01-01-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-02-02-01-02-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-02-02-02-01-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-02-02-02-02-05.wav,0
audio_files\audio_speech_actors_01-24\Actor_05\03-01-05-01-01-01-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-05-01-01-02-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-05-01-02-01-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-05-01-02-02-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-05-02-01-01-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-05-02-01-02-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-05-02-02-01-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-05-02-02-02-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-06-01-01-01-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-06-01-01-02-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-06-01-02-01-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-06-01-02-02-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-06-02-01-01-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-06-02-01-02-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-06-02-02-01-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_05\03-01-06-02-02-02-05.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-01-01-01-01-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-01-01-01-02-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-01-01-02-01-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-01-01-02-02-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-02-01-01-01-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-02-01-01-02-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-02-01-02-01-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-02-01-02-02-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-02-02-01-01-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-02-02-01-02-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-02-02-02-01-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-02-02-02-02-06.wav,0
audio_files\audio_speech_actors_01-24\Actor_06\03-01-05-01-01-01-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-05-01-01-02-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-05-01-02-01-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-05-01-02-02-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-05-02-01-01-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-05-02-01-02-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-05-02-02-01-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-05-02-02-02-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-06-01-01-01-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-06-01-01-02-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-06-01-02-01-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-06-01-02-02-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-06-02-01-01-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-06-02-01-02-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-06-02-02-01-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_06\03-01-06-02-02-02-06.wav,1
audio_files\audio_speech_actors_01-24\Actor_07\03-01-01-01-01-01-07.wav,0
audio_files\audio_speech_actors_01-24\Actor_07\03-01-01-01-01-02-07.wav,0
audio_files\audio_speech_actors_01-24\Actor_07\03-01-01-01-02-01-07.wav,0
audio_files\audio_speech_actors_01-24\Actor_07\03-01-01-01-02-02-07.wav,0
audio_files\audio_speech_actors_01-24\Actor_07\03-01-02-01-01-01-07.wav,0
audio_files\audio_speech_actors_01-24\Actor_07\03-01-02-01-01-02-07.wav,0
audio_files\audio_speech_actors_01-24\Actor_07\03-01-02-01-02-01-07.wav,0
audio_files\audio_speech_actors_01-24\Actor_07\03-01-02-01-02-02-07.wav,0
audio_files\audio_speech_actors_01-24\Actor_07\03-01-02-02-01-01-07.wav,0
audio_files\audio_speech_actors_01-24\Actor_07\03-01-02-02-01-02-07.wav,0
audio_files\audio_speech_actors_01-24\Actor_07\03-01-02-02-02-01-07.wav,0
audio_files\audio_speech_actors_01-24\Actor_07\03-01-02-02-02-02-07.wav,0
